Timestamp,PT-TI-01 Pressure,PT-O2-05 Pressure,PT-N2-04 Pressure,PT-H2-03 Pressure,SN-H2-01 State,SN-O2-01 State,SN-N2-01 State,Spark Plug State
2025-05-11 21:54:50,-7.229514828096144,-2.939494642615319,85.56141924858093,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.096570217101834,-2.8921793580055244,85.32483723759651,-11.764497717097402,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.8803502574563034,84.96998098492622,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.084484343375079,-2.8803502574563034,85.6797046661377,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.084484343375079,-2.927665542066098,81.89447072148323,-11.717190255597234,False,False,False,False
2025-05-11 21:54:51,-7.217428954369388,-2.939494642615319,81.30303245782852,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.169085459462367,-2.939494642615319,87.09917438030244,-11.823632043972612,False,False,False,False
2025-05-11 21:54:51,-7.205343080642633,-2.95132374316454,76.33491080999374,-11.799978313222528,False,False,False,False
2025-05-11 21:54:51,-7.193257206915877,-2.9158370003104217,80.94816502928734,-11.705363390222193,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.8330349728465087,81.30303245782852,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.096570217101834,-2.868521715700627,83.55051127076149,-11.717190255597234,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.868521715700627,85.08826640248299,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.096570217101834,-2.8330349728465087,83.07735842466354,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.217428954369388,-2.9631522849202163,83.1956438422203,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.156999585735611,-2.927665542066098,83.66880786418915,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.205343080642633,-2.9158370003104217,83.1956438422203,-11.835458909347654,False,False,False,False
2025-05-11 21:54:51,-7.096570217101834,-2.939494642615319,81.30303245782852,-11.799978313222528,False,False,False,False
2025-05-11 21:54:51,-7.120741964555345,-2.844863514602185,84.7333989739418,-11.81180517859757,False,False,False,False
2025-05-11 21:54:51,-7.120741964555345,-2.844863514602185,84.1419607102871,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.084484343375079,-2.8803502574563034,84.02366411685944,-11.729017120972276,False,False,False,False
2025-05-11 21:54:51,-7.084484343375079,-2.856692615151406,85.20655182003975,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.120741964555345,-2.856692615151406,82.36762356758118,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.156999585735611,-2.8212058722972877,81.42131787538528,-11.764497717097402,False,False,False,False
2025-05-11 21:54:51,-7.144913712008856,-2.95132374316454,84.49681696295738,-11.764497717097402,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.8803502574563034,81.77618530392647,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.205343080642633,-2.927665542066098,85.20655182003975,-11.764497717097402,False,False,False,False
2025-05-11 21:54:51,-7.205343080642633,-2.9040078997612007,81.30303245782852,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.156999585735611,-2.8921793580055244,84.61511355638504,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.193257206915877,-2.9158370003104217,82.24933815002441,-11.764497717097402,False,False,False,False
2025-05-11 21:54:51,-7.1328278382821,-2.856692615151406,77.63608393073082,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.144913712008856,-2.9040078997612007,83.1956438422203,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.048226722194813,-2.9040078997612007,81.53960329294205,-11.823632043972612,False,False,False,False
2025-05-11 21:54:51,-7.084484343375079,-2.868521715700627,84.49681696295738,-11.717190255597234,False,False,False,False
2025-05-11 21:54:51,-7.120741964555345,-2.9749813854694374,81.77618530392647,-11.764497717097402,False,False,False,False
2025-05-11 21:54:51,-7.144913712008856,-2.8921793580055244,84.1419607102871,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.144913712008856,-2.95132374316454,84.49681696295738,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.156999585735611,-2.927665542066098,80.23843017220497,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.144913712008856,-2.856692615151406,87.57232722640038,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.156999585735611,-2.927665542066098,85.79800125956535,-11.717190255597234,False,False,False,False
2025-05-11 21:54:51,-7.1328278382821,-2.844863514602185,84.1419607102871,-11.799978313222528,False,False,False,False
2025-05-11 21:54:51,-7.1328278382821,-2.9158370003104217,86.62602153420448,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.8212058722972877,82.36762356758118,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.120741964555345,-2.8330349728465087,86.86259236931801,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.120741964555345,-2.8803502574563034,85.32483723759651,-11.799978313222528,False,False,False,False
2025-05-11 21:54:51,-7.156999585735611,-2.868521715700627,85.91628667712212,-11.799978313222528,False,False,False,False
2025-05-11 21:54:51,-7.1328278382821,-2.9040078997612007,85.56141924858093,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.120741964555345,-2.8803502574563034,82.84078758955002,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.939494642615319,84.7333989739418,-11.764497717097402,False,False,False,False
2025-05-11 21:54:51,-7.205343080642633,-2.95132374316454,84.26024612784386,-11.764497717097402,False,False,False,False
2025-05-11 21:54:51,-7.096570217101834,-2.856692615151406,84.02366411685944,-11.681709799170495,False,False,False,False
2025-05-11 21:54:51,-7.144913712008856,-2.856692615151406,91.59413200616837,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.0723984696483235,-2.7975482299923904,85.6797046661377,-11.729017120972276,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.8921793580055244,87.33574521541594,-11.75267085172236,False,False,False,False
2025-05-11 21:54:51,-7.0723984696483235,-2.844863514602185,86.50772494077682,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.144913712008856,-2.8921793580055244,80.94816502928734,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.193257206915877,-2.9868099272251136,84.26024612784386,-11.847285774722696,False,False,False,False
2025-05-11 21:54:51,-7.217428954369388,-2.927665542066098,84.7333989739418,-11.847285774722696,False,False,False,False
2025-05-11 21:54:51,-7.193257206915877,-2.939494642615319,87.09917438030244,-11.823632043972612,False,False,False,False
2025-05-11 21:54:51,-7.217428954369388,-2.9158370003104217,81.6578998863697,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.1328278382821,-2.8330349728465087,87.57232722640038,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.0723984696483235,-2.8803502574563034,86.2711541056633,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.0723984696483235,-2.785719688236714,86.15285751223564,-11.740843986347318,False,False,False,False
2025-05-11 21:54:51,-7.096570217101834,-2.8921793580055244,85.32483723759651,-11.717190255597234,False,False,False,False
2025-05-11 21:54:51,-7.096570217101834,-2.8921793580055244,82.95907300710678,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.1811713331891225,-2.8921793580055244,85.20655182003975,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.193257206915877,-2.9040078997612007,83.78709328174591,-11.823632043972612,False,False,False,False
2025-05-11 21:54:51,-7.156999585735611,-2.8803502574563034,86.15285751223564,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.1811713331891225,-2.9986390277743347,80.12014475464821,-11.788151447847486,False,False,False,False
2025-05-11 21:54:51,-7.120741964555345,-2.927665542066098,80.71158301830292,-11.717190255597234,False,False,False,False
2025-05-11 21:54:51,-7.084484343375079,-2.8093773305416114,83.90537869930267,-11.729017120972276,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.856692615151406,82.24933815002441,-11.717190255597234,False,False,False,False
2025-05-11 21:54:51,-7.096570217101834,-2.7975482299923904,85.08826640248299,-11.729017120972276,False,False,False,False
2025-05-11 21:54:51,-7.1328278382821,-2.95132374316454,84.26024612784386,-11.776324582472444,False,False,False,False
2025-05-11 21:54:51,-7.10865609082859,-2.868521715700627,82.95907300710678,-11.799978313222528,False,False,False,False
2025-05-11 21:54:51,-7.156999585735611,-2.927665542066098,82.36762356758118,-11.835458909347654,False,False,False,False
