Timestamp,PT-TI-01 Pressure,PT-O2-05 Pressure,PT-N2-04 Pressure,PT-H2-03 Pressure,SN-H2-01 State,SN-O2-01 State,SN-N2-01 State,Spark Plug State
2025-05-10 23:25:07,-7.024055117499083,-3.933118692785502,73.37769713997841,-11.65805606842041,False,False,False,False
2025-05-10 23:25:07,-7.060312595921568,-3.944947513937951,74.3240028321743,-11.693536664545537,False,False,False,False
2025-05-10 23:25:08,-7.144913712008856,-3.968605156242848,74.3240028321743,-11.75267085172236,False,False,False,False
2025-05-10 23:25:08,-7.048226722194813,-3.6255682252347476,81.53960329294205,-11.75267085172236,False,False,False,False
2025-05-10 23:25:09,-7.060312595921568,-3.613739404082299,81.18474704027176,-11.717190255597234,False,False,False,False
2025-05-10 23:25:09,-7.060312595921568,-3.613739404082299,80.47501218318939,-11.681709799170495,False,False,False,False
2025-05-10 23:25:10,-7.0723984696483235,-3.6255682252347476,79.64699190855026,-11.65805606842041,False,False,False,False
2025-05-10 23:25:10,-7.060312595921568,-3.5900817617774017,78.10923677682877,-11.622575472295285,False,False,False,False
2025-05-10 23:25:11,-7.084484343375079,-3.4836220920085914,82.36762356758118,-11.65805606842041,False,False,False,False
2025-05-10 23:25:11,-7.060312595921568,-3.6492261469364173,85.79800125956535,-11.681709799170495,False,False,False,False
2025-05-10 23:25:12,-7.048226722194813,-3.944947513937951,82.95907300710678,-11.669882933795453,False,False,False,False
2025-05-10 23:25:12,-7.024055117499083,-3.9212898716330535,81.0664504468441,-11.669882933795453,False,False,False,False
2025-05-10 23:25:13,-7.048226722194813,-3.933118692785502,79.41040989756584,-11.693536664545537,False,False,False,False
2025-05-10 23:25:13,-7.096570217101834,-3.897631949931384,81.42131787538528,-11.681709799170495,False,False,False,False
2025-05-10 23:25:14,-7.0723984696483235,-3.944947513937951,78.70068621635437,-11.693536664545537,False,False,False,False
2025-05-10 23:25:14,-7.048226722194813,-3.9094607710838325,78.9372570514679,-11.681709799170495,False,False,False,False
2025-05-10 23:25:15,-7.036140848468057,-3.933118692785502,80.71158301830292,-11.669882933795453,False,False,False,False
2025-05-10 23:25:15,-7.0723984696483235,-3.944947513937951,76.4531962275505,-11.717190255597234,False,False,False,False
2025-05-10 23:25:16,-7.048226722194813,-3.933118692785502,78.34581878781319,-11.705363390222193,False,False,False,False
2025-05-10 23:25:16,-7.036140848468057,-3.9212898716330535,79.05555364489555,-11.681709799170495,False,False,False,False
2025-05-10 23:25:17,-7.0723984696483235,-3.9094607710838325,78.9372570514679,-11.681709799170495,False,False,False,False
2025-05-10 23:25:17,-7.036140848468057,-3.944947513937951,81.42131787538528,-11.681709799170495,False,False,False,False
2025-05-10 23:25:18,-7.0723984696483235,-3.9212898716330535,87.21745979785919,-11.669882933795453,False,False,False,False
2025-05-10 23:25:18,-7.10865609082859,-3.9567763350903995,82.6042055785656,-11.705363390222193,False,False,False,False
2025-05-10 23:25:19,-7.120741964555345,-3.968605156242848,83.78709328174591,-11.669882933795453,False,False,False,False
2025-05-10 23:25:19,-7.048226722194813,-3.933118692785502,79.41040989756584,-11.693536664545537,False,False,False,False
2025-05-10 23:25:20,-7.036140848468057,-3.9567763350903995,74.56058484315872,-11.65805606842041,False,False,False,False
2025-05-10 23:25:20,-7.048226722194813,-3.944947513937951,77.75436934828758,-11.65805606842041,False,False,False,False
2025-05-10 23:25:21,-7.048226722194813,-3.9212898716330535,77.51779851317406,-11.705363390222193,False,False,False,False
2025-05-10 23:25:21,-7.096570217101834,-2.9749813854694374,86.62602153420448,-11.729017120972276,False,False,False,False
2025-05-10 23:25:22,-7.0723984696483235,-3.8503166653215892,79.88356274366379,-11.681709799170495,False,False,False,False
2025-05-10 23:25:22,-7.060312595921568,-3.862145486474038,81.6578998863697,-11.717190255597234,False,False,False,False
2025-05-10 23:25:23,-7.036140848468057,-3.8384878441691406,80.94816502928734,-11.740843986347318,False,False,False,False
2025-05-10 23:25:23,-7.084484343375079,-3.8739743076264865,81.77618530392647,-11.681709799170495,False,False,False,False
2025-05-10 23:25:24,-7.096570217101834,-3.7083702526986606,82.48592016100883,-11.681709799170495,False,False,False,False
2025-05-10 23:25:24,-6.9998833700455725,-3.436306807398797,86.03457209467888,-11.681709799170495,False,False,False,False
2025-05-10 23:25:25,-7.036140848468057,-3.897631949931384,83.07735842466354,-11.669882933795453,False,False,False,False
2025-05-10 23:25:25,-7.060312595921568,-3.9212898716330535,82.13105273246765,-11.705363390222193,False,False,False,False
