Timestamp,PT-TI-01 Pressure,PT-O2-01 Pressure,PT-O2-05 Pressure,PT-N2-04 Pressure,PT-H2-03 Pressure,SN-H2-01 State,SN-O2-01 State,SN-N2-01 State,Spark Plug State
2025-05-11 23:03:29,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:29,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:30,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:30,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:31,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:31,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:32,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:32,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:33,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:33,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:34,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:34,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:35,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:35,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:36,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:36,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:37,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:37,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:38,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:38,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:39,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:39,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:40,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:40,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:41,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:41,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:42,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:42,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:43,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:43,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:44,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:44,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:45,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:45,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:46,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:46,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:47,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:47,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:48,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:48,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:49,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
2025-05-11 23:03:49,1543.7576783561708,15161.539077758787,1507.8539077758787,15131.039077758787,1505.8539077758787,False,False,False,False
