Timestamp,PT-TI-01 Pressure,PT-O2-01 Pressure,PT-O2-05 Pressure,PT-N2-04 Pressure,PT-H2-03 Pressure,SN-H2-01 State,SN-O2-01 State,SN-N2-01 State,Spark Plug State
2025-05-11 23:20:28,-0.5814398661069573,1130.622535943985,0.029548686742781882,174.5144225358963,1.2351684391498559,False,False,False,False
2025-05-11 23:20:28,0.5306478149630127,467.9699242115021,0.3489276960492127,119.15537190437317,0.5964104205369942,False,False,False,False
2025-05-11 23:20:29,-0.43638539807870913,261.4380642771721,-0.005938056111336465,100.82064044475555,1.2824837237596505,False,False,False,False
2025-05-11 23:20:29,0.44603242309764113,205.6058719754219,0.2306389257311814,85.6797046661377,0.5727533370256417,False,False,False,False
2025-05-11 23:20:30,-0.44847298489883514,172.72164300084114,0.18332364112138677,91.35756117105484,1.1405378699302666,False,False,False,False
2025-05-11 23:20:30,0.3976803627237686,165.26946052908897,0.44355826526880193,92.54044887423515,0.4781216502189629,False,False,False,False
2025-05-11 23:20:31,-0.4122096534073352,161.95739060640335,0.029548686742781882,95.49766254425049,1.116880786418914,False,False,False,False
2025-05-11 23:20:31,-0.40012149555608545,156.98926895856857,-0.2661726802587516,92.06729602813722,1.010420557856559,False,False,False,False
2025-05-11 23:20:32,-0.40012149555608545,151.78456529974937,-0.04142479896545481,92.65873429179192,1.2115113556385033,False,False,False,False
2025-05-11 23:20:32,-0.4122096534073352,146.34329080581665,-0.15971301048994135,91.00269374251366,1.06956438422203,False,False,False,False
2025-05-11 23:20:33,-0.4122096534073352,143.26779171824455,-0.04142479896545481,87.09917438030244,1.152366411685943,False,False,False,False
2025-05-11 23:20:33,-0.4122096534073352,149.41880106925964,-0.005938056111336465,91.71242859959602,1.1996816962957375,False,False,False,False
2025-05-11 23:20:34,-0.36385759303346266,145.04211768507957,0.0768639713525765,93.72333657741548,1.3179704666137688,False,False,False,False
2025-05-11 23:20:34,-0.49682447424158394,140.78373089432716,0.12417925596237112,100.82064044475555,1.2943133831024163,False,False,False,False
2025-05-11 23:20:35,-0.4847368874214588,142.203189432621,-0.05325334072113108,94.5513456761837,1.1641960710287087,False,False,False,False
2025-05-11 23:20:35,-0.4122096534073352,135.4607418179512,0.06503487080335546,98.92802906036377,1.2469980984926217,False,False,False,False
2025-05-11 23:20:36,-0.31550610369071297,138.77282291650772,0.24246802628040243,102.00352814793587,1.341628667712211,False,False,False,False
2025-05-11 23:20:36,-0.26715461434796417,147.52617850899696,0.2306389257311814,102.71326300501823,1.3889439523220055,False,False,False,False
2025-05-11 23:20:37,-0.4122096534073352,142.43977144360542,0.14783689826726842,102.12182474136353,1.341628667712211,False,False,False,False
2025-05-11 23:20:37,-0.1825392224825908,148.3541987836361,0.31344095319509435,93.95990741252898,1.2233398973941796,False,False,False,False
