Limits
Device,Limit (psi)
PT-TI-01, 300
Sequence
Device,Timestamp (ms)
SN-O2-01,1000
Spark Plug,2000
SN-H2-01,3000
Spark Plug,3500
SN-H2-01,4000
SN-O2-01,4000
SN-N2-01,4000
SN-N2-01,9000
