Timestamp,PT-TI-01 Pressure,PT-GG-01 Pressure,PT-H2-03 Pressure,PT-O2-04 Pressure,PT-O2-05 Pressure,PT-N2-02 Pressure,PT-N2-07 Pressure,PT-FU-01 Pressure,SN-H2-01 State,SN-O2-01 State,SN-O2-02 State,SN-N2-01 State,SN-N2-02 State,SN-N2-03 State,SN-N2-04 State,SN-N2-07 State,SN-FU-01 State,Spark Plug State
2025-05-17 04:00:48,10.238589490950122,-0.3485550284385681,1.3496665775776047,-0.38086044788359263,2.4586156502366205,0.3356337770819664,-0.05107230395078588,0.08978331089019775,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:48,9.745733584463611,-0.4431861564517021,0.6103594347834727,-0.31925345957277873,2.7050436034798766,0.3356337770819664,-0.1220452308654778,0.19624298065900803,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:49,10.330999973416343,-0.31306884437799454,1.04160835295917,-0.07280222326515773,2.3354016736149927,-0.13752000033855438,0.06721646636724543,0.21990062296390533,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:49,10.207785996794716,-0.23026681691408157,0.7335734114051005,0.019608259201063127,2.3970086619258066,0.45392291992902756,-0.06290140450000692,0.19624298065900803,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:50,9.930554549396053,-0.3012397438287726,0.9491978704929491,-0.10360571742056468,2.5510261327028414,0.13848675787448883,-0.14570343196391988,0.1252700537443161,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:50,10.454213950037971,-0.2775821015238762,0.6103594347834727,-0.13440921157597163,2.4278121560812136,0.2962043732404709,-0.08655904680490423,0.16075679659843445,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:51,10.300196479260936,-0.20660917460918515,0.9491978704929491,0.11201874166728398,2.273794685304179,0.41449351608753204,-0.02741466164588857,0.29087410867214203,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:51,9.899751055240646,-0.26575300097465515,0.8567873880267283,-0.3500569537281857,2.5510261327028414,-0.01923178881406784,0.019900622963906045,0.21990062296390533,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:52,10.36180346757175,-0.2775821015238762,1.072411847114577,-0.041998729109750776,2.242991191148772,0.21734556555747986,0.05538736581802439,0.31453175097703934,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:52,10.115375514328495,-0.17112243175506592,1.010804858803763,-0.10360571742056468,2.5202226385474344,0.21734556555747986,0.008072081208229775,0.13709859549999237,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:53,10.207785996794716,-0.20660917460918515,0.9183943763375422,-0.07280222326515773,2.5202226385474344,0.09905735403299332,0.019900622963906045,0.2672164663672447,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:53,10.515820938348785,-0.31306884437799454,0.9800013646483561,-0.19603948295115092,2.4586156502366205,0.09905735403299332,-0.05107230395078588,0.19624298065900803,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:54,10.115375514328495,-0.3248973861336717,0.9491978704929491,-0.07280222326515773,2.5510261327028414,0.2567749693989754,-0.015585561096667533,0.20807208120822906,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:54,10.238589490950122,-0.33672648668289185,0.7643769055605074,-0.2576464712619648,2.150580708682551,0.09905735403299332,-0.06290140450000692,0.21990062296390533,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:55,10.485017444193378,-0.26575300097465515,0.6719664230942866,0.1736257299780979,2.3662051677703997,-0.29523854702711105,-0.015585561096667533,0.23172972351312637,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:55,10.207785996794716,-0.3248973861336717,0.8567873880267283,-0.041998729109750776,2.6434366151690627,-0.25580914318561554,0.04355826526880335,0.16075679659843445,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:56,10.146179008483902,-0.3012397438287726,0.9800013646483561,-0.2884499654173718,2.6742401093244696,0.45392291992902756,-0.07472994625568319,0.36184703558683395,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:56,10.176982502639309,-0.26575300097465515,0.9183943763375422,-0.4732709303498135,2.6742401093244696,-0.2163788080215454,-0.03924320340156484,0.19624298065900803,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:57,10.300196479260936,-0.31306884437799454,0.7951803997159144,-0.22684297710655787,2.5202226385474344,0.2567749693989754,-0.02741466164588857,0.10161241143941879,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:57,10.146179008483902,-0.24209535866975873,1.04160835295917,-0.5964849069714413,2.3970086619258066,0.3750631809234619,-0.06290140450000692,0.11344095319509506,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:58,10.392606961727157,-0.24209535866975873,1.072411847114577,-0.13440921157597163,2.6434366151690627,0.05962701886892319,-0.0037570193409912633,0.21990062296390533,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:58,9.96135804355146,-0.20660917460918515,0.7027699172496935,0.019608259201063127,2.6126331210136553,0.3356337770819664,0.0790450081229217,0.08978331089019775,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:59,10.207785996794716,-0.23026681691408157,1.04160835295917,-0.10360571742056468,2.304598179459586,0.13848675787448883,0.008072081208229775,0.1252700537443161,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:00:59,10.238589490950122,-0.36038412898778915,0.363931481540217,0.1736257299780979,2.7974540859460975,0.2962043732404709,-0.11021668910980154,0.1252700537443161,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:01:00,9.930554549396053,-0.26575300097465515,1.3804700717330116,-0.38086044788359263,2.8282575801015044,0.2567749693989754,-0.0037570193409912633,0.23172972351312637,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:01:00,9.992161537706867,-0.33672648668289185,1.1340188354253908,-0.22684297710655787,2.7050436034798766,0.5722111314535141,-0.11021668910980154,0.13709859549999237,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:01:01,10.546624432504192,-0.3248973861336717,0.8567873880267283,-0.2884499654173718,2.6742401093244696,-0.25580914318561554,-0.03924320340156484,0.21990062296390533,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:01:01,10.608254703879371,-0.36038412898778915,0.7335734114051005,-0.13440921157597163,2.5202226385474344,0.6905002743005753,0.05538736581802439,0.19624298065900803,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:01:02,9.653299818933025,-0.2539244592189789,0.8567873880267283,0.019608259201063127,2.6126331210136553,0.13848675787448883,-0.07472994625568319,0.23172972351312637,False,False,False,False,False,False,False,True,False,False
2025-05-17 04:01:02,10.300196479260936,-0.3722126707434654,1.164845612645163,0.019608259201063127,2.4278121560812136,-0.09809059649705887,-0.13387433141469884,0.23172972351312637,False,False,False,False,False,False,False,True,False,False
