Timestamp,PT-GG-01 Pressure,PT-VT-02 Pressure,PT-VT-01 Pressure,SN-O2-01 State
2025-09-24 17:16:32.626158,-28.80002031828228,-18.60743251599764,-26.335078113957458,False
2025-09-24 17:16:33.127009,-31.041288288016073,-17.98485415860226,-27.704745794597425,False
2025-09-24 17:16:33.625574,-29.79613157322532,-16.49067551211307,-25.525733307788247,False
2025-09-24 17:16:34.125131,-28.115186477962293,-17.86034319275304,-23.84478821252522,False
2025-09-24 17:16:34.626852,-32.410932440506784,-17.673576743979208,-26.708634539654383,False
2025-09-24 17:16:35.124453,-27.119075223019248,-16.17939809749001,-24.34285560407137,False
2025-09-24 17:16:35.625148,-27.67939809749001,-17.424531284131504,-25.089944927315965,False
2025-09-24 17:16:36.125424,-27.6171426145654,-18.10936512445149,-25.83703425056056,False
2025-09-24 17:16:36.625229,-28.17746548903616,-18.48292155014841,-26.086056182259007,False
2025-09-24 17:16:37.126935,-31.228054736789904,-18.10936512445149,-26.64637905672977,False
2025-09-24 17:16:37.626152,-30.045177033073024,-19.541288288016073,-28.57634608369125,False
2025-09-24 17:16:38.125290,-28.86227580120689,-16.98874290365922,-25.463477824863634,False
2025-09-24 17:16:38.625661,-30.418709930620693,-18.66968799892225,-25.712523284711338,False
2025-09-24 17:16:39.126067,-29.858387056149937,-18.98096541354531,-27.76700127752204,False
2025-09-24 17:16:39.627443,-30.231943481846862,-18.358387056149937,-26.086056182259007,False
2025-09-24 17:16:40.125879,-29.547109641526877,-18.10936512445149,-25.712523284711338,False
2025-09-24 17:16:40.625334,-26.74554232547158,-18.48292155014841,-25.401222341939025,False
2025-09-24 17:16:41.126023,-28.924531284131504,-18.79419896477147,-26.95765647135283,False
2025-09-24 17:16:41.626821,-28.48874290365922,-19.914821185563742,-28.451835117842023,False
2025-09-24 17:16:42.126114,-29.547109641526877,-17.92259867567765,-26.708634539654383,False
2025-09-24 17:16:42.627346,-29.547109641526877,-18.29613157322532,-27.14442292012667,False
2025-09-24 17:16:43.126080,-30.045177033073024,-16.92648742073461,-26.272822631032845,False
2025-09-24 17:16:43.626882,-30.10743251599764,-18.29613157322532,-28.63860156661586,False
2025-09-24 17:16:44.125978,-28.86227580120689,-17.486786767056117,-25.650244273637473,False
2025-09-24 17:16:44.630990,-31.228054736789904,-22.840922995617518,-28.32730062384355,False
2025-09-24 17:16:45.126095,-27.36812068286695,-18.420666067223802,-27.517979345823587,False
2025-09-24 17:16:45.627331,-30.543220896469922,-18.79419896477147,-26.95765647135283,False
2025-09-24 17:16:46.126398,-30.729987345243753,-18.856454447696084,-26.335078113957458,False
2025-09-24 17:16:46.626728,-29.6716206073761,-18.60743251599764,-27.891512243371263,False
2025-09-24 17:16:47.126735,-29.04906577812998,-18.23387609030071,-26.45958907980668,False
2025-09-24 17:16:47.626844,-28.986786767056117,-17.735832226903817,-26.895400988428214,False
2025-09-24 17:16:48.126147,-27.6171426145654,-16.55293099503768,-26.023800699334398,False
2025-09-24 17:16:48.625915,-27.30586519994234,-18.047109641526877,-24.71638850161904,False
2025-09-24 17:16:49.126277,-29.11132126105459,-18.358387056149937,-24.71638850161904,False
2025-09-24 17:16:49.625971,-27.36812068286695,-17.237764835357666,-24.903178478542127,False
2025-09-24 17:16:50.125899,-29.173576743979208,-17.86034319275304,-25.401222341939025,False
2025-09-24 17:16:50.626653,-27.492631648716177,-17.113253869508444,-26.45958907980668,False
2025-09-24 17:16:51.127270,-29.79613157322532,-18.1716206073761,-26.397333596882067,False
2025-09-24 17:16:51.627262,-29.36034319275304,-17.237764835357666,-26.14831166518362,False
2025-09-24 17:16:52.126172,-26.994564257170026,-16.42842002918846,-24.840922995617518,False
2025-09-24 17:16:52.626999,-27.119075223019248,-17.05099838658383,-25.089944927315965,False
2025-09-24 17:16:53.126720,-28.48874290365922,-16.366164546263846,-25.02768944439135,False
2025-09-24 17:16:53.625868,-27.67939809749001,-15.805865199942339,-23.90704369544983,False
2025-09-24 17:16:54.125454,-27.74165358041462,-14.622963968076206,-23.90704369544983,False
2025-09-24 17:16:54.627274,-25.002341747283936,-15.494564257170026,-26.14831166518362,False
2025-09-24 17:16:55.126062,-27.803909063339233,-14.747474933925428,-23.720277246675998,False
2025-09-24 17:16:55.625533,-28.42648742073461,-15.743609717017726,-22.537399542959115,False
2025-09-24 17:16:56.125005,-29.36034319275304,-12.942018872813176,-22.350633094185277,False
2025-09-24 17:16:56.626251,-26.185219451000815,-14.560708485151594,-23.59576628082677,False
2025-09-24 17:16:57.126186,-28.115186477962293,-15.058775876697744,-23.53351079790216,False
2025-09-24 17:16:57.624964,-28.86227580120689,-12.50623049234089,-21.10547637939453,False
2025-09-24 17:16:58.126175,-26.122963968076206,-15.058775876697744,-23.782532729600607,False
2025-09-24 17:16:58.625379,-28.301976454885384,-14.124920104679312,-21.043220896469922,False
2025-09-24 17:16:59.125535,-28.55099838658383,-13.813619161906995,-20.545177033073024,False
2025-09-24 17:16:59.626614,-25.68717558760392,-13.938130127756217,-22.039332151412964,False
2025-09-24 17:17:00.124722,-26.8700532913208,-14.80973041685004,-19.424531284131504,False
2025-09-24 17:17:00.625993,-28.42648742073461,-14.436197519302368,-19.175509352433053,False
2025-09-24 17:17:01.125525,-26.30973041685004,-14.872009427923906,-20.79419896477147,False
2025-09-24 17:17:01.626168,-26.932308774245413,-15.432308774245413,-19.92259867567765,False
2025-09-24 17:17:02.126824,-30.418709930620693,-15.058775876697744,-23.2222333832791,False
2025-09-24 17:17:02.626583,-29.11132126105459,-13.19106433266088,-21.541288288016073,False
2025-09-24 17:17:03.125194,-32.286421474657566,-15.619075223019248,-19.98485415860226,False
2025-09-24 17:17:03.625036,-30.729987345243753,-14.996520393773128,-19.113253869508444,False
2025-09-24 17:17:04.125491,-31.91288857710989,-17.175509352433053,-22.163866645411446,True
2025-09-24 17:17:04.625728,-34.52768944439135,-19.852565702639126,-24.093833672372917,True
2025-09-24 17:17:05.125864,-29.42259867567765,-14.934264910848519,-18.42842002918846,False
2025-09-24 17:17:05.626719,-31.477076668488355,-12.319464043567056,-20.10936512445149,False
2025-09-24 17:17:06.126397,-30.729987345243753,-14.311686553453146,-18.17939809749001,False
2025-09-24 17:17:06.625692,-31.165799253865295,-14.49845300222698,-20.918709930620693,False
2025-09-24 17:17:07.125602,-30.916777322166844,-15.868120682866952,-21.479032805091457,False
2025-09-24 17:17:07.626480,-31.103543770940682,-15.245542325471579,-19.486786767056117,False
2025-09-24 17:17:08.126203,-32.410932440506784,-14.000409138830086,-22.475144060034506,False
2025-09-24 17:17:08.626654,-31.228054736789904,-15.868120682866952,-18.49067551211307,False
2025-09-24 17:17:09.125610,-30.729987345243753,-14.560708485151594,-19.79808770982843,False
2025-09-24 17:17:09.626582,-31.352565702639126,-13.875874644831608,-19.98485415860226,False
2025-09-24 17:17:10.126207,-31.72612212833605,-15.058775876697744,-19.237764835357666,False
2025-09-24 17:17:10.626431,-32.84674434912832,-13.875874644831608,-18.49067551211307,False
2025-09-24 17:17:11.125203,-33.4693227065237,-18.047109641526877,-21.043220896469922,False
2025-09-24 17:17:11.625162,-33.095766280826766,-17.237764835357666,-19.61132126105459,False
2025-09-24 17:17:12.126174,-32.97125531497755,-17.30002031828228,-20.60743251599764,False
2025-09-24 17:17:12.627281,-32.4731879234314,-16.24165358041462,-20.420666067223802,False
2025-09-24 17:17:13.126695,-35.959589079806676,-20.475144060034506,-24.34285560407137,True
2025-09-24 17:17:13.626546,-35.772822631032845,-22.34285560407137,-24.65413301869443,True
2025-09-24 17:17:14.125385,-34.96347782486363,-18.545177033073024,-24.03157818944831,False
2025-09-24 17:17:14.625283,-33.220277246676,-18.29613157322532,-21.603543770940682,False
2025-09-24 17:17:15.125487,-35.64831166518362,-19.541288288016073,-24.280600121146755,False
2025-09-24 17:17:15.626256,-33.40704369544983,-17.36227580120689,-19.735832226903817,False
2025-09-24 17:17:16.124645,-37.01797934582359,-21.408999832052938,-25.525733307788247,True
2025-09-24 17:17:16.630860,-26.185219451000815,-13.128808849736263,-20.23387609030071,False
2025-09-24 17:17:17.126790,-36.89344485182511,-23.276711376089803,-26.584123573805154,True
2025-09-24 17:17:17.625814,-34.27864398454365,-17.673576743979208,-23.969322706523695,False
2025-09-24 17:17:18.126266,-39.81954666187889,-22.467366569920593,-28.26504514091893,True
2025-09-24 17:17:18.626489,-33.220277246676,-20.475144060034506,-20.79419896477147,False
2025-09-24 17:17:19.125544,-36.395400988428214,-20.22612212833605,-24.591877535769815,False
2025-09-24 17:17:19.626523,-35.83507811395746,-18.66968799892225,-23.159977900354484,False
2025-09-24 17:17:20.126150,-35.27477876763595,-20.475144060034506,-24.965433961466744,False
2025-09-24 17:17:20.626534,-37.32925676044665,-18.918709930620693,-23.90704369544983,False
2025-09-24 17:17:21.125750,-37.26700127752204,-21.471255314977547,-24.03157818944831,False
2025-09-24 17:17:21.626479,-36.70667840305128,-18.545177033073024,-23.658021763751382,False
