Timestamp,PT-TI-01 Pressure,PT-GG-01 Pressure,PT-GG-02 Pressure,PT-H2-03 Pressure,PT-O2-04 Pressure,PT-O2-05 Pressure,PT-N2-03 Pressure,PT-N2-07 Pressure,PT-FU-01 Pressure,TC-GG-01 Pressure,SN-H2-01 State,SN-O2-01 State,SN-O2-02 State,SN-N2-01 State,SN-N2-02 State,SN-N2-03 State,SN-N2-04 State,SN-N2-07 State,SN-FU-01 State,Spark Plug State
2025-05-24 20:54:24,-2.032880701124654,2.5675521463155757,-2.6051805466413356,4.95376852601768,-2.044295698404299,6.493989799916759,32.904421001672745,-1.0210384324192994,-0.20593805611133575,20.493781994539695,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.5708282887935496,2.5557236045598986,-2.420359581708894,5.046179008483901,-2.1675096750259266,6.894435223937049,32.6284142434597,-0.997380790114403,-0.18228041380643845,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.5400247946381427,2.674011816084385,-2.235538616776452,5.107785996794715,-1.76704096794127,6.956042212247863,32.6284142434597,-0.9382364049553864,-0.12313602864742279,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.3243770524859286,2.591209788620472,-2.697614312171922,5.076982502639308,-1.76704096794127,6.894435223937049,32.2341183423996,-0.8436058357357972,-0.19410895556211472,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.4784178063273288,2.5675521463155757,-2.6359840407967425,5.323410455882564,-1.8286479562520839,6.309145551919952,32.54955357313156,-1.080182817578316,-0.19410895556211472,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.8480597361922122,2.5320654034614565,-2.297145605087266,5.107785996794715,-1.9210584387183047,6.648007270693793,32.825560331344604,-1.080182817578316,-0.18228041380643845,16.7018050351593,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.6324352771043635,2.425605733692646,-2.7592213004827357,5.015375514328494,-1.8286479562520839,6.524793294072166,31.997540056705475,-1.0328675329685204,-0.2650824412703514,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.7248457595705844,2.4847501188516627,-2.420359581708894,5.323410455882564,-1.982688710093485,7.140863177180305,32.825560331344604,-0.9027502208948128,-0.06399164348840714,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.7556492537259913,2.685840916633606,-2.451163075864301,5.26180346757175,-1.6130234971642352,6.956042212247863,32.4312681555748,-0.8790925785899164,-0.06399164348840714,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.2011630758643008,2.662183274328709,-2.5435735583305217,5.138589490950122,-1.76704096794127,6.863631729781642,32.786131858825684,-0.8554343774914734,-0.2769109830260277,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.5400247946381427,2.579381246864796,-2.5127700641751147,5.015375514328494,-1.736237473785863,6.524793294072166,32.47069662809372,-1.0446960747241967,-0.15862277150154114,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.5400247946381427,2.449263934791089,-2.5743770524859286,4.676537078619018,-1.982688710093485,6.740417753160014,32.2341183423996,-0.9618946060538294,-0.06399164348840714,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.8480597361922122,2.4610924765467637,-2.8516317829489566,5.138589490950122,-1.8286479562520839,6.740417753160014,32.904421001672745,-0.8436058357357972,-0.07582074403762817,20.493781994539695,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.7556492537259913,2.6148674309253694,-2.4819665700197078,4.984572020173087,-2.1983131691813336,6.709614259004607,32.35240748524666,-0.9382364049553864,-0.08764928579330444,20.493781994539695,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.7556492537259913,2.591209788620472,-2.389556087553487,4.645733584463611,-1.8902549445628978,6.863631729781642,32.66784271597862,-0.9618946060538294,-0.04033400118350983,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.6940422654151774,2.603038889169693,-2.697614312171922,5.477427926659598,-1.9210584387183047,6.863631729781642,32.70727491378784,-0.9737231478095039,-0.08764928579330444,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.2935735583305217,2.5675521463155757,-2.1123246401548244,4.922965031862273,-2.2291166633367405,6.370752540230766,32.786131858825684,-1.0446960747241967,-0.13496512919664383,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.97127371281384,2.5557236045598986,-2.6667875349521495,5.015375514328494,-1.76704096794127,6.5864002823829795,32.6284142434597,-0.9618946060538294,-0.20593805611133575,20.493781994539695,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.7556492537259913,2.5438945040106766,-2.8208282887935496,4.830554549396052,-1.951885215938078,7.048452694714084,32.66784271597862,-1.0683542758226388,-0.07582074403762817,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.5400247946381427,2.41377719193697,-2.7900247946381427,4.984572020173087,-1.797844462096677,6.5555967882275725,32.6284142434597,-1.0565251752734168,-0.09947838634252548,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.6632387712597705,2.5320654034614565,-2.5743770524859286,5.26180346757175,-1.6130234971642352,7.017649200558677,32.27354681491852,-0.9382364049553864,-0.07582074403762817,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-2.063684195280061,2.603038889169693,-2.389556087553487,4.984572020173087,-1.8594514504074908,6.309145551919952,32.54955357313156,-0.831776735186577,-0.028505459427833557,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.3551805466413356,2.5320654034614565,-2.7592213004827357,5.169392985105529,-2.1059026867151127,6.524793294072166,32.31297901272774,-1.0210384324192994,-0.07582074403762817,20.493781994539695,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.6940422654151774,2.674011816084385,-2.8208282887935496,5.169392985105529,-1.951885215938078,6.832828235626235,32.66784271597862,-1.080182817578316,-0.1704513132572174,20.493781994539695,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.6324352771043635,2.5438945040106766,-2.5435735583305217,4.984572020173087,-2.1059026867151127,6.648007270693793,32.47069662809372,-0.9737231478095039,-0.15862277150154114,20.493781994539695,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.3551805466413356,2.5557236045598986,-2.6359840407967425,5.230999973416343,-2.4139376282691822,6.771221247315421,32.54955357313156,-0.9264078631997101,-0.11130692809820175,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.3551805466413356,2.591209788620472,-2.5127700641751147,4.830554549396052,-1.6438269913196422,6.648007270693793,32.74670338630676,-0.9855522483587258,-0.2177671566605568,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.5092213004827357,2.674011816084385,-2.5435735583305217,4.645733584463611,-2.2291166633367405,7.017649200558677,32.155261397361755,-0.9382364049553864,-0.15862277150154114,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.047145605087266,2.6148674309253694,-2.420359581708894,5.323410455882564,-1.8286479562520839,6.339949046075359,32.70727491378784,-0.91457876265049,-0.13496512919664383,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.3551805466413356,2.579381246864796,-2.5127700641751147,5.292606961727157,-1.797844462096677,6.740417753160014,32.31297901272774,-0.91457876265049,-0.09947838634252548,18.5977935148495,False,False,False,False,False,False,False,False,False,False
2025-05-24 20:54:24,-1.6940422654151774,2.6148674309253694,-2.451163075864301,5.26180346757175,-1.951885215938078,6.432382811605945,32.47069662809372,-0.9264078631997101,-0.11130692809820175,18.5977935148495,False,False,False,False,False,False,False,False,False,False
